wqmAr00264	factoid	who plays the voice of lois griffin on family guy?	 Alex Borstein
wqmAr00265	factoid	who has played edward quartermaine on general hospital?	 David Lewis
wqmAr00266	factoid	who plays stacey in zoey 101?	 Lacey Turner
wqmAr00267	factoid	what role did tom cruise play in endless love?	 Billy
wqmAr00268	factoid	where does fabio aurelio play?	 Grêmio Foot-Ball Porto Alegrense|Liverpool F.C.
wqmAr00269	factoid	who plays young joe dirt?	 David Spade
wqmAr00270	factoid	who does the voice of kitt in knight rider?	 William Daniels
wqmAr00271	factoid	what movies johnny depp is in?	 Benny & Joon|Blow|A Nightmare on Elm Street|Arizona Dream|Chocolat|Dead Man|Charlie and the Chocolate Factory|Cry-Baby|Public Enemies|Corpse Bride
wqmAr00272	factoid	how much indiana jones movies are there?	 Indiana Jones and the Raiders of the Lost Ark|Disaster Movie|Indiana Jones and the Last Crusade|Indiana Jones and the Temple of Doom|Indiana Jones and the Kingdom of the Crystal Skull
wqmAr00273	factoid	what movies did zoe saldana play in?	 The Losers|Colombiana|Star Trek|Avatar|Drumline|Death at a Funeral
wqmAr00274	factoid	who does nikki reed play in the movie twilight?	 Rosalie Hale
wqmAr00275	factoid	what character did liv tyler play in lord of the rings?	 Arwen
wqmAr00276	factoid	who played princess leia in star wars movies?	 Carrie Fisher
wqmAr00277	factoid	who played laura ingalls mother?	 Caroline Ingalls
wqmAr00278	factoid	what movies does johnny depp play in?	 Benny & Joon|Blow|A Nightmare on Elm Street|Arizona Dream|Chocolat|Dead Man|Charlie and the Chocolate Factory|Cry-Baby|Public Enemies|Corpse Bride
wqmAr00279	factoid	who did the voice of kitt in knight rider?	 William Daniels
wqmAr00280	factoid	who played atticus finch in the movie?	 Gregory Peck
wqmAr00281	factoid	who has the voice of stewie griffin?	 Seth MacFarlane
wqmAr00282	factoid	who is the voice actor for eric cartman?	 Trey Parker
wqmAr00283	factoid	what movie queen latifah play in?	 Taxi|Jungle Fever|Set It Off|Stranger than Fiction|Last Holiday|Brown Sugar|Ice Age: The Meltdown|Ice Age: Dawn of the Dinosaurs|Hairspray|Bringing Down the House
wqmAr00284	factoid	who plays hermione granger?	 Emma Watson
wqmAr00285	factoid	when did abraham lincoln free the slaves?	 The Emancipation Proclamation...can remind us in 2013 of all the mistakes we never want to commit again but it can also motivate us to fulfill to an ever greater degree the definitive freedom-sustaining and life-enhancing principles of democracy in living action.
wqmAr00286	factoid	who plays jason gideon?	 Mandy Patinkin
wqmAr00287	factoid	who played george jefferson on all in the family?	 Sherman Hemsley
wqmAr00288	factoid	what did kellie martin play on?	 A Friend to Die For|All You Need|Matinee|On the Edge of Innocence|A Goofy Movie|Mystery Woman: Mystery Weekend|Mystery Woman: Snapshot|After the Silence|Thru the Moebius Strip|Live Once, Die Twice
wqmAr00289	factoid	who played lt uhura?	 Nichelle Nichols
wqmAr00290	factoid	what other jobs did benjamin franklin have?	 Diplomat|Statesman|Politician|Political activist|Author|Writer|Printer|Scientist|Librarian|Inventor
wqmAr00291	factoid	who plays harold saxon in doctor who?	 Roger Delgado
wqmAr00292	factoid	who did bryce dallas howard play in eclipse?	 Victoria
wqmAr00293	factoid	what movies has selena gomez starred in?	 Arthur 3: The War of the Two Worlds|Monte Carlo|Spy Kids 3-D: Game Over|Wizards of Waverly Place: The Movie|Arthur and the Invisibles: The New Minimoy Adventures|Ramona and Beezus|Another Cinderella Story|Horton Hears a Who!|Arthur and the Vengeance of Maltazard|Princess Protection Program
wqmAr00294	factoid	who played freddy in friday the 13th?	 Chason Schirmer|Tobe Sexton|Robert Englund
wqmAr00295	factoid	what movies has angelina jolie in?	 Beowulf|Cleopatra|A Mighty Heart|Changeling|Confessions of an Action Star|Celebrity News Reels: Hollywood's Most Infamous Couples and Ugliest Breakups|Beyond Borders|Alice & Viril|Angela & Viril|Alexander
wqmAr00296	factoid	what movies did jenna dewan play in?	 The Grudge 2|Step Up|Take the Lead|Balls to the Wall|Fab Five: The Texas Cheerleader Scandal|Waterborne|American Virgin|Love Lies Bleeding|Tamara|Slightly Single in L.A.
wqmAr00297	factoid	what movies did taylor lautner star in?	 The Twilight Saga
wqmAr00298	factoid	who plays sarah marshall?	 Kristen Bell
wqmAr00299	factoid	who plays marlo on the wire?	 Jamie Hector
wqmAr00300	factoid	who was the first actor to play edward quartermaine?	 David Lewis
wqmAr00301	factoid	what show does tamera mowry play on?	 Sister, Sister|Tia & Tamera|Detention|Strong Medicine|Roommates|The Look for Less|The Adventures of Hyperman
wqmAr00302	factoid	what movies did angelina jolie star in?	 Beowulf|Cleopatra|A Mighty Heart|Changeling|Confessions of an Action Star|Celebrity News Reels: Hollywood's Most Infamous Couples and Ugliest Breakups|Beyond Borders|Alice & Viril|Angela & Viril|Alexander
wqmAr00303	factoid	who plays kenneth on 30 rock?	 Jack McBrayer
wqmAr00304	factoid	who played howard stern in private parts?	 Him/Herself
wqmAr00305	factoid	who plays patrick jane wife?	 Bruno Heller
wqmAr00306	factoid	who played dorothy in the film wizard of oz?	 Aileen Quinn|Morgan Hallet|Lea Michele|Diana Ross|Sumi Shimamoto|Jill Small|Romola Remus|Fairuza Balk|Bebe Daniels|Judy Garland
wqmAr00307	factoid	who plays jim halpert?	 John Krasinski
wqmAr00308	factoid	who voices ray in archer?	 Adam Reed
wqmAr00309	factoid	who plays edward elric?	 Romi Park
wqmAr00310	factoid	who plays lola bunny on the looney tunes show?	 Britt McKillip|Kath Soucie
wqmAr00311	factoid	what characters does todd haberkorn voice?	 Death the Kid|Android 19
wqmAr00312	factoid	what albums did john frusciante play on?	 Curtains|Smile From the Streets You Hold|Going Inside EP|From the Sounds Inside|Niandra LaDes and Usually Just a T-Shirt|DC EP|Inside of Emptiness|To Record Only Water for Ten Days|Shadows Collide With People|Demo & Acoustic Shadows Collide With People
wqmAr00313	factoid	what role did frederick douglass play in the abolition movement?	 American Equal Rights Association
wqmAr00314	factoid	who plays bella on twilight?	 Kristen Stewart
wqmAr00315	factoid	who does paul walker play in fast and furious?	 Brian O'Conner
wqmAr00316	factoid	who plays tommy oliver in power rangers?	 Jason David Frank
wqmAr00317	factoid	who plays stewie griffin on family guy?	 Seth MacFarlane
wqmAr00318	factoid	who plays stewie griffin's voice?	 Seth MacFarlane
wqmAr00319	factoid	who played marty mcfly's dad?	 George McFly
wqmAr00320	factoid	who plays john connor in terminator salvation?	 Christian Bale
wqmAr00321	factoid	what kind of experiments did humphrey davy do?	 He experimented with the voltaic pile decided that it was a chemical action which caused the production of electricity in electrolytic cells, and that the chemical interaction occurred between substances which had an opposite charge.
wqmAr00322	factoid	who plays the voice of meg in family guy?	 Lacey Chabert|Mila Kunis
wqmAr00323	factoid	who played the parents in ferris bueller day off?	 Cindy Pickett
wqmAr00324	factoid	what movies have gerard butler been in?	 Attila|Beowulf & Grendel|300|Dear Frankie|Butterfly on a Wheel|Gamer|Fast Food|Dracula 2000|Coriolanus
wqmAr00325	factoid	what movies were michael clarke duncan?	 American Crude|Air Buddies|A Crush on You|Brother Bear|Back in Business|A Night at the Roxbury|Breakfast of Champions|Bulworth|Armageddon|Brother Bear 2
wqmAr00326	factoid	where do the baltimore ravens play?	 M&T Bank Stadium
wqmAr00327	factoid	who plays mary jane in spiderman 2?	 Kirsten Dunst
wqmAr00328	factoid	who are the players on the toronto maple leafs?	 Phil Kessel
wqmAr00329	factoid	who was the voice of simba?	 Matthew Broderick
wqmAr00330	factoid	who did james franco play on general hospital?	 Franco
wqmAr00331	factoid	who plays saruman in lord of the rings?	 Christopher Lee
wqmAr00332	factoid	what movies gerard butler in?	 Attila|Beowulf & Grendel|300|Dear Frankie|Butterfly on a Wheel|Gamer|Fast Food|Dracula 2000|Coriolanus
wqmAr00333	factoid	what other movies is liam hemsworth in?	 Knowing|Triangle|The Hunger Games|The Expendables 2|The Last Song|Timeless|Empire State|The Hunger Games: Catching Fire|Arabian Nights|Love and Honor
wqmAr00334	factoid	who was luke skywalker played by?	 Mark Hamill
wqmAr00335	factoid	who does the voice of kovu in lion king?	 Jason Marsden
wqmAr00336	factoid	what band did joe satriani play in?	 Greg Kihn Band|Deep Purple|Chickenfoot|The G3 Jam
wqmAr00337	factoid	what does the soviet star represent?	 Communist Party of the Soviet Union
wqmAr00338	factoid	who plays shao kahn?	 Frank Welker
wqmAr00339	factoid	who plays marvin eriksen?	 Jason Segel
wqmAr00340	factoid	what does chad michael murray play in?	 Renee|Megiddo: The Omega Code 2|House of Wax|The Lone Ranger|Home of the Brave|A Cinderella Story|The Haunting in Connecticut 2: Ghosts of Georgia|Lies in Plain Sight|Freaky Friday
wqmAr00341	factoid	who plays kermit in the muppets movie?	 Jim Henson
wqmAr00342	factoid	what games do japanese people play?	 The Legend of Zelda|3D Dot Game Heroes|Akuma-kun: Makai no Wana|Atsui 12 Game: Furi Furi Party!|11eyes CrossOver|11eyes: Tsumi to Batsu to Aganai no Shōjo|Military Madness|The Legend of Zelda: Twilight Princess|Cosmic Walker
wqmAr00343	factoid	what other movies has liam hemsworth?	 Knowing|Triangle|The Hunger Games|The Expendables 2|The Last Song|Timeless|Empire State|The Hunger Games: Catching Fire|Arabian Nights|Love and Honor
wqmAr00344	factoid	who plays sam in anger management?	 Jared Padalecki
wqmAr00345	factoid	what did john williams play?	 Trombone|Piano|trumpet|clarinet
wqmAr00346	factoid	where did james franco study acting?	 University of California, Los Angeles|University of Houston|Brooklyn College|Columbia University School of the Arts|Rhode Island School of Design|Warren Wilson College|Yale University|Tisch School of the Arts|Palo Alto High School
wqmAr00347	factoid	who plays riley finn on buffy the vampire slayer?	 Marc Blucas
wqmAr00348	factoid	who plays giles in buffy the vampire slayer?	 Anthony Stewart Head
wqmAr00349	factoid	who voices lola bunny in looney tunes?	 Britt McKillip|Kristen Wiig
wqmAr00350	factoid	who voices anakin in the clone wars?	 Matt Lanter
wqmAr00351	factoid	who plays faramir in lord of the rings?	 David Wenham
wqmAr00352	factoid	what films did michael clarke duncan star in?	 American Crude|Air Buddies|A Crush on You|Brother Bear|Back in Business|A Night at the Roxbury|Breakfast of Champions|Bulworth|Armageddon|Brother Bear 2
wqmAr00353	factoid	what movie is angelina jolie directing?	 In the Land of Blood and Honey
wqmAr00354	factoid	what movies did kristen stewart act in?	 New Moon|Eclipse|The Runaways|Into the Wild|Adventureland|Twilight
